term,word_class,meaning,is_common,frequency
bàn tán,verb,To discuss in a widespread and inconclusive way,false,0
bàn tay,noun,Hand,false,0
bàn thờ,noun,Altar,false,0
bàn tính,verb,Abacus; To discuss and arrange,false,0
bàn tọa,noun,Buttock,false,0
bản,noun,Mountain village; Composition; copy,false,0
bản án,noun,"judgment, sentence",false,0
bản cáo trạng,noun,charge sheet,false,0
bản chất,noun,"Essence, substance, nature",false,0
bản chức,noun,We (tiếng tự xưng của quan lại),false,0
bản doanh,noun,Headquarters,false,0
bản địa,adj,"Native, indigenous",false,0
bản đồ,noun,Map,false,0
bản đồ học,noun,Cartography,false,0
bản đồ lưu thông,noun,Traffic map,false,0
bản hát,noun,chant; song,false,0
bản in,noun,Printing; block,false,0
bản kẽm,noun,Zincograph,false,0
bản kịch,noun,play; drama,false,0
bản làng,noun,Mountain hamlets and villages,false,0
bản lãnh,noun,capacity; ability; fundamental; stuff,false,0
bản lề,noun,Hinge; (dùng phụ sau danh từ) Important connecting area,false,0
bản lĩnh,noun,"Skill and spirit combined, stuff",false,0
bản mệnh,noun,"One's lot, one's fate, one's fortune",false,0
bản năng,noun,Instinct,false,0
bản ngã,noun,"Ego, self",false,0
bản ngữ,noun,"Native language, vernacular",false,0
bản quán,noun,One's native place,false,0
bản quyền,noun,copyright,false,0
bản sao,noun,"copy, duplicate",false,0
bản sắc,noun,"Colour, character",false,0
bản tâm,noun,Intention,false,0
bản thảo,noun,Manuscript,false,0
bản thân,noun,Self,false,0
bản thể,noun,Essence,false,0
bản thể học,noun,Ontology,false,0
bản tin,noun,News-letter,false,0
bản tính,noun,"Inherent character, innate nature",false,0
bản tóm tắt,noun,Summary; synopsis,false,0
bản triều,noun,Ruling dynasty,false,0
bản văn,noun,text,false,0
bản vị,adj,"Standard; Of (relating to) departmentalism, regionalistic",false,0
bản xứ,noun,"(dùng phụ sau danh từ) Indigenous country, native country",false,0
bán,verb,To sell,false,0
bán cầu,noun,Hemisphere,false,0
bán chác,verb,"To sell, to trade",false,0
bán chịu,verb,To sell on credit,false,0
bán dạo,verb,to hawk; to peddle,false,0
bán dẫn,adj,"Transistorized, semi-conducting",false,0
bán đảo,noun,Peninsula,false,0
bán đứng,verb,To sell someone down the river,false,0
bán kết,noun,Semi-final,false,0
bán khai,adj,Half-civilized,false,0
bán kính,noun,Radius,false,0
bán nam bán nữ,noun,Bisexul,false,0
bán nguyên âm,noun,Semi-vowel,false,0
bán nguyệt,noun,"Half-circle, semi-circle",false,0
bán nguyệt san,noun,"Bimonthly, fortnightly",false,0
bán non,verb,To sell (crops) in ears (at cheap price),false,0
bán rao,noun,To cry; Ballyhoo,false,0
bán sơn địa,adj,half-mountain half-plain,false,0
bán thành phẩm,noun,Semi-finished product,false,0
bán thân,noun,Bust; half-length,false,0
bán tín bán nghi,verb,to remain undecided; to be doubtful,false,0
bán tự động,adj,Semi-automatic,false,0
bán xới,verb,To leave one's native country (without hope to return),false,0
bạn,noun,"Friend, fellow, comrade",false,0
bạn cũ,noun,Old friend,false,0
bạn đọc,noun,Reader,false,0
bạn đời,noun,"Companion (for life), wife or husband (sharing the same life for good and for bad)",false,0
bạn đường,noun,Fellow traveller; Fellow militant; Concomitant,false,0
bạn hàng,noun,Fellow trader; Customer,false,0
bạn học,noun,School-fellow; class-mate' fellow-student,false,0
bạn hữu,noun,Friends,false,0
bạn lòng,noun,Sweetheart,false,0
bạn thân,noun,"Intimate friend, close friend, bosom friend",false,0
bang,noun,"State; Chinese nationals' community, Chinese colony",false,0
bang giao,verb,To entertain international relations,false,0
bang tá,noun,Assistant district chief,false,0
bang trợ,verb,"To aid, to help",false,0
bang trưởng,noun,Chief of congrelation,false,0
bàng,noun,"Malabar almond tree, Indian almond, tropical almond, almendron",false,0
bàng bạc,verb,"Teem, overflow",false,0
bàng hệ,noun,Collateral line,false,0
bàng hoàng,adj,"Stunned, stupefied",false,0
bàng quan,verb,To look on (with indifference),false,0
bàng quang,noun,Bladder,false,0
bàng thính,verb,To listen in (class...),false,0
bảng,noun,"Board; Blackboard; List, roll, table",false,0
bảng danh dự,noun,Honour list,false,0
bảng đen,noun,Blackboard,false,0
bảng hiệu,noun,Sign plate; shop sign,false,0
bảng lảng,adj,"Dusky, dim",false,0
bảng nhãn,noun,First-rank doctorate second laureate (in Court feudal competition examination),false,0
bảng vàng,noun,List of successful candidates (in feudal pre-Court and Court competition exams); Roll of honours,false,0
báng,verb,"Ascites; Bamboo pipe; Butt, rifle stock; To gore, to butt",false,0
báng bổ,verb,"To use profanities towards, to profane",false,0
banh,verb,Prison cell; Ball; To open wide; to force open,false,0
bành tô,noun,"Short overcoat, topcoat",false,0
bành trướng,verb,"To expand, to spread",false,0
bành voi,noun,Howdah,false,0
bảnh,adj,Swell,false,0
bảnh bao,adj,"Smart, spruce, well groomed",false,0
bảnh chọe,adj,Haughty,false,0
bảnh trai,adj,Smart and handsome,false,0
bánh,noun,Cake,false,0
bánh bàng,noun,Malabar almond-shaped cake,false,0
bánh bao,noun,Dumpling,false,0
bánh bèo,noun,Bloating fern-shaped cake,false,0
bánh bò,noun,Sponge cake,false,0
bánh bỏng,noun,Ball-shaped cake made of popped glutinous rice grains and molasses,false,0
bánh chả,noun,Sweet meat pie in lumps,false,0
bánh chay,noun,Glutinous rice dumpling (filled with green bean paste in syrup),false,0
bánh chè,noun,"Patella, knee-cap, knee-pan",false,0
bánh chưng,noun,Square glutinous rice cake (filled with green bean paste and fat pork),false,0
bánh đa,noun,Dry pancake,false,0
bánh đa nem,noun,Rice sheet (used to roll fried meat roll),false,0
bánh đà,noun,Fly-wheel,false,0
bánh khảo,noun,Sweet short cake (made of roast glutinous rice flour),false,0
bánh khoai,noun,Cake made of sweet potato meal (mixed with rice flour),false,0
bánh khoái,noun,Plain rice flan,false,0
bánh lái,noun,Rudder; steering wheel,false,0
bánh mật,noun,Molasses-sweetened glutinous rice cake (filled with green bean paste or groundnut),false,0
bánh mì,noun,Bread,false,0
bánh nếp,noun,Glutinous rice cake (filled with green bean and lard),false,0
bánh ngọt,noun,Cake,false,0
bánh nướng,noun,Pie (filled with various stuff),false,0
bánh phồng,noun,Glutinous rice chupatty,false,0
bánh phồng tôm,noun,Glutinous rice chupatty mixed with powdered shrimp,false,0
bánh phở,noun,Rice noodle,false,0
bánh quế,noun,Waffle,false,0
bánh rán,noun,Glutinous rice doughnut,false,0
bánh răng,noun,Cog-wheel; bevel gear; cogwheel,false,0
bánh tày,noun,Small cylindric glutinous rice cake (filled with green bean paste and lard),false,0
bánh tẻ,noun,Rice cake (filled with browned onion),false,0
bánh tét,noun,Cylindric glutinous rice cake (filled with green bean paste and fat pork),false,0
bánh tôm,noun,"Crisp shrimp pastry Banh Tom is available almost everywhere in the country, but it is the best to have it at Ho Tay Restaurant on the banks of Truc Bach Lake, close to Ho Tay (West Lake). The dish should be enjoyed as soon as it reaches the table and the fried pastry topped with red shrimps eaten together with the dishes of spicy vegetables and mixed sweet and sour sauce. To remind you of the local shrimp business, waiters could tell you that the shrimps you have for your meal had just been netted from nearby Ho Tay",false,0
bánh trái,noun,Cakes (nói khái quát),false,0
bánh vẽ,noun,"Cake picture, fine allusion",false,0
bánh xèo,noun,"Rice pancake folded in half (and filled with a shrimp, meat and soya bean sprouts)",false,0
bánh xốp,noun,Wafer,false,0
bao,verb,"bag, sack; Box; packet; Waist bag; support",false,0
bao bì,noun,"Wrapping, packing",false,0
bao biện,verb,To act as a Pooh-Bah,false,0
bao bọc,verb,To enclose,false,0
bao che,verb,"To screen, to shield",false,0
bao chiếm,verb,To appropriate,false,0
bao dung,adj,"generous, magnanimous",false,0
bao giấy,noun,Paper bag,false,0
bao gồm,verb,"to include, to embrace, to comprise",false,0
bao hàm,verb,to imply,false,0
bao la,adj,"immense, infinite, limitless",false,0
bao lơn,noun,Balcony,false,0
bao phủ,verb,"To wrap, to cover, to envelop",false,0
bao quanh,verb,"To circle, to encompass",false,0
bao quát,verb,"To embrace; To see the whole of, to grasp the whole",false,0
bao tải,noun,"Bag, jute bag",false,0
bao tay,noun,Glove,false,0
bao thơ,noun,Envelope,false,0
bao tử,noun,"Stomach; Foetus, embryo",false,0
bao vây,verb,"to surround, to encircle, to blockade, to besiege, to lay a siege to",false,0
bào,verb,plane; Feudal court robe; To smooth with a plane,false,0
bào ảnh,noun,Phantasm,false,0
bào chế,verb,"To prepare medicines, to make up medicines",false,0
bào chế học,noun,"Pharmacy, pharmaceutics",false,0
bào chữa,verb,"To defend, to plead for, to act as counsel for",false,0
bào hao,verb,"To roat, to shout; To be on tenterhooks",false,0
bào ngư,noun,Abalone,false,0
bào thai,noun,Foetus,false,0
bảo,khẩu ngữ,"To tell, to say; It serves one right",false,0
bảo an,noun,"To maintain law and order, to ensure security; Provincial guards, district guards",false,0
bảo an binh,noun,Guard (provincial or district),false,0
bảo ban,verb,To admonish,false,0
bảo bối,noun,Valuable thing; Magic wand,false,0
bảo chứng,noun,"Security, deposit",false,0
bảo dưỡng,verb,"To care for, to look after; To maintain, to keep in good repair",false,0
bảo đảm,verb,"To ensure, to guarantee, to see to; To give one's word for; To assume responsibility for",false,0
bảo hành,verb,To give a warranty to,false,0
bảo hiểm,verb,To see to the safety; To insure,false,0
bảo hòa,adjective,Saturated; saturant,false,0
bảo hoàng,adj,Royalist,false,0
bảo hộ,verb,To protect; To administer as a protectorate,false,0
bảo lãnh,verb,"To act as guarantee for, to answer for, to be bail for",false,0
bảo lưu,verb,"To keep in statu quo, to make reservations about",false,0
bảo mật,verb,To keep state (one's organization's) secrets,false,0
bảo mẫu,noun,"Kindergartener, governess",false,0
bảo quản,verb,"To maintain, to keep in good repair, to preserve, to keep in good; condition",false,0
bảo tàng,verb,to preserve in a museum,false,0
bảo thủ,"adj, verb",Conservative,false,0
bảo toàn,verb,"To keep intact, to keep whole",false,0
bảo tồn,verb,To preserve,false,0
bảo tồn bảo tàng,verb,"To preserve, to care for and display (historical documents, relics...), to do a conservator's work",false,0
bảo trợ,verb,"To sponsor, to patronize",false,0
bảo vệ,noun,"To defend, to protect, to preserve; Guard, watchman (of an office, factorỵ..), bodyguard",false,0
bão,noun,"Storm, hurricane, cyclone; Colic",false,0
bão bùng,noun,"Storm, tempest",false,0
bão cát,noun,Sand-storm,false,0
bão hoà,adj,Saturated,false,0
bão rớt,noun,Tail of a storm,false,0
bão táp,noun,"Violent storm, great upheaval, severe ordeal",false,0
bão tuyết,noun,Snow-storm,false,0
báo,noun,"Panther; Newspaper, magazine",false,0
báo cáo,noun,"To report; to refer; Report, account",false,0
báo cáo viên,noun,"Lecturer, deliverer",false,0
báo chí,noun,"Newspapers and magazines, periodicals, press, fourth estate",false,0
báo cô,verb,"To live as a parasite, to sponge on",false,0
báo công,verb,To report on one's achievements,false,0
báo đáp,verb,To requite,false,0
báo động,verb,"Alert, alarm; To alarm, to alert",false,0
báo giới,noun,"Press, press circles, fourth estate",false,0
báo hại,verb,ăn báo hại ai To eat somebody out of house and home,false,0
báo hiếu,verb,To show gratitude to one's parents; To give a decent funeral to one's dead parents,false,0
báo hỷ,noun,Wedding announcement,false,0
báo oán,verb,to avenge; to revenge,false,0
báo ơn,verb,to return thanks; to render thanks,false,0
báo tang,verb,To announce a death,false,0
báo thù,verb,"To revenge oneself upon, to avenge, to take vengeance on",false,0
báo thức,verb,To give the alarm (wake-up signal),false,0
báo trước,verb,to roretell; to prediet; to forewarn,false,0
báo tử,verb,To notify the death of someone,false,0
báo ứng,verb,To get retribution for one's deed,false,0
bạo,adj,Bold; Healthy,false,0
bạo bệnh,noun,Sudden grave illness,false,0
bạo chính,noun,Tyranny,false,0
bạo chúa,noun,"Brutal suzerain, tyrant",false,0
bạo dạn,adj,Bold,false,0
bạo động,verb,To rise up,false,0
bạo gan,adj,Audacious,false,0
bạo lực,noun,Violence,false,0
bạo nghịch,adj,Rebellious,false,0
bạo ngược,adj,Wickedly cruel,false,0
bạo phổi,adj,Audacious in deeds and words,false,0
bát,number,Bowl; Pint; Tontine share; Eight,false,0
bát âm,noun,Octet,false,0
bát chậu,noun,"Big bowl, lidless and handleless tureen",false,0
bát chiết yêu,noun,Slender-waisted bowl,false,0
bát giác,noun,"Octagon, octagonal shape",false,0
bát hương,noun,Incense burner; joss-stick bowl,false,0
bát mẫu,noun,China bowl (with a certain design),false,0
bát ngát,adj,"Vast, immense, limitless",false,0
bát nháo,adj,"Topsyturvy, higgledy-piggledy",false,0
bát phẩm,noun,Civilian-eight-mandarin grade,false,0
bát phố,verb,To loiter in the streets,false,0
bát quái,noun,Eight-sign figure,false,0
bát sách,noun,Name of a playing-card,false,0
bát tiên,noun,The eight fairies,false,0
bạt,verb,canvas; Cymbal; Postface afterword; To buffet adrift,false,0
bạt đãi,verb,To ill-treat; to sight; to maltreat,false,0
bạt mạng,adj,"Devil-may-care, reckless",false,0
bạt ngàn,adj,Innumerable and extensive,false,0
bạt tai,verb,To box someone's ear,false,0
bạt vía,adj,Frightened out of one's wits,false,0
bàu,noun,"Pool, pond (in the fields)",false,0
báu,adj,"Precious, valuable",false,0
báu vật,noun,precious thing,false,0
bay,verb,"To fly; To fade, to go; To fail (in an examination)",false,0
bay bướm,adj,"polished, flowery, refined",false,0
bay hơi,verb,to evaporate,false,0
bay lên,verb,to fly away; to fly off,false,0
bay nhảy,verb,To fly high,false,0
bày,verb,"To display, to show; To reveal, to confide; To contrive, to devise",false,0
bày biện,verb,To arrange; To indulge in superfluities,false,0
bày đặt,verb,To create (unnecessary things),false,0
bày tỏ,verb,"To make clear, to express",false,0
bày vẽ,verb,"To contrive (unnecessary things), to conceive (impractical things), to go to unnecessary lengths; To show",false,0
bảy,number,"Seven, seventh",false,0
bắc,verb,"North; To lay, to stand, to set; To span",false,0
bắc bán cầu,noun,Northern hemisphere,false,0
bắc bậc,adj,"Supercilious, haughty",false,0
bắc cầu,verb,"To bridge, to fill the gap",false,0
bắc cực,noun,North pole,false,0
bắc nam,noun,North and South,false,0
băm,verb,Thirty; to chop; to mince,false,0
băm vằm,verb,To chop up,false,0
bằm,verb,To chop up (into very small bits),false,0
bằm vằm,verb,to chop up,false,0
bặm,verb,to bite (one's lips),false,0
băn khoăn,adj,"In a divided mind, in two minds",false,0
bẳn,adj,Testy,false,0
bắn,verb,"To fire, to shoot, to let off; To pry up",false,0
bắn phá,verb,"To strafe, to bombard",false,0
bắn tiếng,verb,To send word (through an intermediary),false,0
bắn tin,verb,to spread the news,false,0
băng,noun,"Ice; Ribbon, tape, band",false,0
băng bó,verb,"To dress, to dress the wounds of",false,0
băng ca,noun,Stretcher,false,0
băng chuyền,noun,Conveyor belt,false,0
băng dương,noun,Glacial ocean,false,0
băng điểm,noun,Freezing point,false,0
băng giá,noun,"Freeze, frost",false,0
băng hà,verb,Glacier; to pass away,false,0
băng keo,noun,sticking-plaster,false,0
băng nhân,noun,Matchmaker,false,0
băng phiến,noun,"Moth-ball, naphthalene",false,0
băng sơn,noun,Iceberg,false,0
băng tuyết,noun,"Ice and snow, purity",false,0
bằng,adj,"Eagle, hero in his element; Warrant, testimonial, evidence, proof; Diploma, certificate, licence; Even, level",false,0
